CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,FluSurv-NET,2013-14,2013,40,0-4 yr,0.1,0.1
Entire Network,FluSurv-NET,2013-14,2013,41,0-4 yr,0.1,0
Entire Network,FluSurv-NET,2013-14,2013,42,0-4 yr,0.2,0.1
Entire Network,FluSurv-NET,2013-14,2013,43,0-4 yr,0.5,0.3
Entire Network,FluSurv-NET,2013-14,2013,44,0-4 yr,0.7,0.2
Entire Network,FluSurv-NET,2013-14,2013,45,0-4 yr,0.9,0.2
Entire Network,FluSurv-NET,2013-14,2013,46,0-4 yr,1.1,0.2
Entire Network,FluSurv-NET,2013-14,2013,47,0-4 yr,1.6,0.5
Entire Network,FluSurv-NET,2013-14,2013,48,0-4 yr,2.8,1.3
Entire Network,FluSurv-NET,2013-14,2013,49,0-4 yr,4.6,1.8
Entire Network,FluSurv-NET,2013-14,2013,50,0-4 yr,7.2,2.6
Entire Network,FluSurv-NET,2013-14,2013,51,0-4 yr,10.2,3.1
Entire Network,FluSurv-NET,2013-14,2013,52,0-4 yr,14,3.7
Entire Network,FluSurv-NET,2013-14,2014,1,0-4 yr,20.4,6.4
Entire Network,FluSurv-NET,2013-14,2014,2,0-4 yr,25.5,5.1
Entire Network,FluSurv-NET,2013-14,2014,3,0-4 yr,29.6,4.1
Entire Network,FluSurv-NET,2013-14,2014,4,0-4 yr,32.7,3.1
Entire Network,FluSurv-NET,2013-14,2014,5,0-4 yr,35.2,2.5
Entire Network,FluSurv-NET,2013-14,2014,6,0-4 yr,37.1,1.9
Entire Network,FluSurv-NET,2013-14,2014,7,0-4 yr,38.5,1.4
Entire Network,FluSurv-NET,2013-14,2014,8,0-4 yr,40,1.5
Entire Network,FluSurv-NET,2013-14,2014,9,0-4 yr,41.2,1.2
Entire Network,FluSurv-NET,2013-14,2014,10,0-4 yr,42,0.8
Entire Network,FluSurv-NET,2013-14,2014,11,0-4 yr,42.7,0.7
Entire Network,FluSurv-NET,2013-14,2014,12,0-4 yr,43.3,0.6
Entire Network,FluSurv-NET,2013-14,2014,13,0-4 yr,44,0.7
Entire Network,FluSurv-NET,2013-14,2014,14,0-4 yr,44.9,0.8
Entire Network,FluSurv-NET,2013-14,2014,15,0-4 yr,45.7,0.8
Entire Network,FluSurv-NET,2013-14,2014,16,0-4 yr,46.6,0.9
Entire Network,FluSurv-NET,2013-14,2014,17,0-4 yr,47.3,0.7
Entire Network,FluSurv-NET,2013-14,2013,40,5-17 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,41,5-17 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,42,5-17 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,43,5-17 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,44,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2013-14,2013,45,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2013-14,2013,46,5-17 yr,0.2,0.1
Entire Network,FluSurv-NET,2013-14,2013,47,5-17 yr,0.3,0.1
Entire Network,FluSurv-NET,2013-14,2013,48,5-17 yr,0.5,0.2
Entire Network,FluSurv-NET,2013-14,2013,49,5-17 yr,0.8,0.3
Entire Network,FluSurv-NET,2013-14,2013,50,5-17 yr,1.3,0.5
Entire Network,FluSurv-NET,2013-14,2013,51,5-17 yr,2,0.7
Entire Network,FluSurv-NET,2013-14,2013,52,5-17 yr,2.8,0.8
Entire Network,FluSurv-NET,2013-14,2014,1,5-17 yr,3.4,0.6
Entire Network,FluSurv-NET,2013-14,2014,2,5-17 yr,4.3,0.9
Entire Network,FluSurv-NET,2013-14,2014,3,5-17 yr,4.9,0.6
Entire Network,FluSurv-NET,2013-14,2014,4,5-17 yr,5.8,0.9
Entire Network,FluSurv-NET,2013-14,2014,5,5-17 yr,6.3,0.6
Entire Network,FluSurv-NET,2013-14,2014,6,5-17 yr,6.7,0.4
Entire Network,FluSurv-NET,2013-14,2014,7,5-17 yr,7,0.3
Entire Network,FluSurv-NET,2013-14,2014,8,5-17 yr,7.3,0.3
Entire Network,FluSurv-NET,2013-14,2014,9,5-17 yr,7.5,0.2
Entire Network,FluSurv-NET,2013-14,2014,10,5-17 yr,7.7,0.2
Entire Network,FluSurv-NET,2013-14,2014,11,5-17 yr,7.9,0.2
Entire Network,FluSurv-NET,2013-14,2014,12,5-17 yr,8.2,0.3
Entire Network,FluSurv-NET,2013-14,2014,13,5-17 yr,8.5,0.2
Entire Network,FluSurv-NET,2013-14,2014,14,5-17 yr,8.8,0.3
Entire Network,FluSurv-NET,2013-14,2014,15,5-17 yr,8.9,0.1
Entire Network,FluSurv-NET,2013-14,2014,16,5-17 yr,9.1,0.2
Entire Network,FluSurv-NET,2013-14,2014,17,5-17 yr,9.4,0.3
Entire Network,FluSurv-NET,2013-14,2013,40,18-49 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,41,18-49 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,42,18-49 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,43,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2013-14,2013,44,18-49 yr,0.1,0.1
Entire Network,FluSurv-NET,2013-14,2013,45,18-49 yr,0.3,0.1
Entire Network,FluSurv-NET,2013-14,2013,46,18-49 yr,0.5,0.2
Entire Network,FluSurv-NET,2013-14,2013,47,18-49 yr,0.8,0.3
Entire Network,FluSurv-NET,2013-14,2013,48,18-49 yr,1.3,0.4
Entire Network,FluSurv-NET,2013-14,2013,49,18-49 yr,2.1,0.8
Entire Network,FluSurv-NET,2013-14,2013,50,18-49 yr,2.9,0.8
Entire Network,FluSurv-NET,2013-14,2013,51,18-49 yr,4.5,1.6
Entire Network,FluSurv-NET,2013-14,2013,52,18-49 yr,6.6,2.2
Entire Network,FluSurv-NET,2013-14,2014,1,18-49 yr,9.1,2.4
Entire Network,FluSurv-NET,2013-14,2014,2,18-49 yr,11.4,2.4
Entire Network,FluSurv-NET,2013-14,2014,3,18-49 yr,13.5,2
Entire Network,FluSurv-NET,2013-14,2014,4,18-49 yr,15.1,1.6
Entire Network,FluSurv-NET,2013-14,2014,5,18-49 yr,16.3,1.2
Entire Network,FluSurv-NET,2013-14,2014,6,18-49 yr,17.4,1.1
Entire Network,FluSurv-NET,2013-14,2014,7,18-49 yr,18.1,0.7
Entire Network,FluSurv-NET,2013-14,2014,8,18-49 yr,18.7,0.6
Entire Network,FluSurv-NET,2013-14,2014,9,18-49 yr,19.1,0.5
Entire Network,FluSurv-NET,2013-14,2014,10,18-49 yr,19.4,0.2
Entire Network,FluSurv-NET,2013-14,2014,11,18-49 yr,19.6,0.2
Entire Network,FluSurv-NET,2013-14,2014,12,18-49 yr,19.9,0.3
Entire Network,FluSurv-NET,2013-14,2014,13,18-49 yr,20.2,0.3
Entire Network,FluSurv-NET,2013-14,2014,14,18-49 yr,20.5,0.3
Entire Network,FluSurv-NET,2013-14,2014,15,18-49 yr,20.9,0.4
Entire Network,FluSurv-NET,2013-14,2014,16,18-49 yr,21.2,0.3
Entire Network,FluSurv-NET,2013-14,2014,17,18-49 yr,21.5,0.3
Entire Network,FluSurv-NET,2013-14,2013,40,50-64 yr,0,0
Entire Network,FluSurv-NET,2013-14,2013,41,50-64 yr,0.2,0.1
Entire Network,FluSurv-NET,2013-14,2013,42,50-64 yr,0.3,0.1
Entire Network,FluSurv-NET,2013-14,2013,43,50-64 yr,0.3,0.1
Entire Network,FluSurv-NET,2013-14,2013,44,50-64 yr,0.5,0.2
Entire Network,FluSurv-NET,2013-14,2013,45,50-64 yr,0.6,0.1
Entire Network,FluSurv-NET,2013-14,2013,46,50-64 yr,1,0.4
Entire Network,FluSurv-NET,2013-14,2013,47,50-64 yr,1.5,0.5
Entire Network,FluSurv-NET,2013-14,2013,48,50-64 yr,2.3,0.8
Entire Network,FluSurv-NET,2013-14,2013,49,50-64 yr,3.6,1.4
Entire Network,FluSurv-NET,2013-14,2013,50,50-64 yr,5.2,1.5
Entire Network,FluSurv-NET,2013-14,2013,51,50-64 yr,7.9,2.8
Entire Network,FluSurv-NET,2013-14,2013,52,50-64 yr,13,5.1
Entire Network,FluSurv-NET,2013-14,2014,1,50-64 yr,19.1,6.2
Entire Network,FluSurv-NET,2013-14,2014,2,50-64 yr,25.7,6.5
Entire Network,FluSurv-NET,2013-14,2014,3,50-64 yr,31.1,5.4
Entire Network,FluSurv-NET,2013-14,2014,4,50-64 yr,34.8,3.7
Entire Network,FluSurv-NET,2013-14,2014,5,50-64 yr,38.3,3.5
Entire Network,FluSurv-NET,2013-14,2014,6,50-64 yr,41.3,3
Entire Network,FluSurv-NET,2013-14,2014,7,50-64 yr,43.7,2.4
Entire Network,FluSurv-NET,2013-14,2014,8,50-64 yr,45.1,1.4
Entire Network,FluSurv-NET,2013-14,2014,9,50-64 yr,46.4,1.4
Entire Network,FluSurv-NET,2013-14,2014,10,50-64 yr,47.5,1.1
Entire Network,FluSurv-NET,2013-14,2014,11,50-64 yr,48.4,0.9
Entire Network,FluSurv-NET,2013-14,2014,12,50-64 yr,48.9,0.5
Entire Network,FluSurv-NET,2013-14,2014,13,50-64 yr,49.9,0.9
Entire Network,FluSurv-NET,2013-14,2014,14,50-64 yr,50.9,1
Entire Network,FluSurv-NET,2013-14,2014,15,50-64 yr,51.8,1
Entire Network,FluSurv-NET,2013-14,2014,16,50-64 yr,52.6,0.8
Entire Network,FluSurv-NET,2013-14,2014,17,50-64 yr,53.7,1.1
Entire Network,FluSurv-NET,2013-14,2013,40,65+ yr,0.1,0.1
Entire Network,FluSurv-NET,2013-14,2013,41,65+ yr,0.4,0.3
Entire Network,FluSurv-NET,2013-14,2013,42,65+ yr,0.7,0.4
Entire Network,FluSurv-NET,2013-14,2013,43,65+ yr,1,0.2
Entire Network,FluSurv-NET,2013-14,2013,44,65+ yr,1.3,0.3
Entire Network,FluSurv-NET,2013-14,2013,45,65+ yr,1.6,0.3
Entire Network,FluSurv-NET,2013-14,2013,46,65+ yr,1.9,0.3
Entire Network,FluSurv-NET,2013-14,2013,47,65+ yr,2.4,0.5
Entire Network,FluSurv-NET,2013-14,2013,48,65+ yr,3.2,0.8
Entire Network,FluSurv-NET,2013-14,2013,49,65+ yr,4.8,1.6
Entire Network,FluSurv-NET,2013-14,2013,50,65+ yr,6.6,1.7
Entire Network,FluSurv-NET,2013-14,2013,51,65+ yr,10,3.4
Entire Network,FluSurv-NET,2013-14,2013,52,65+ yr,16.4,6.4
Entire Network,FluSurv-NET,2013-14,2014,1,65+ yr,25.6,9.2
Entire Network,FluSurv-NET,2013-14,2014,2,65+ yr,33.3,7.7
Entire Network,FluSurv-NET,2013-14,2014,3,65+ yr,39.7,6.4
Entire Network,FluSurv-NET,2013-14,2014,4,65+ yr,45.2,5.5
Entire Network,FluSurv-NET,2013-14,2014,5,65+ yr,50.2,5
Entire Network,FluSurv-NET,2013-14,2014,6,65+ yr,54.4,4.2
Entire Network,FluSurv-NET,2013-14,2014,7,65+ yr,57.2,2.8
Entire Network,FluSurv-NET,2013-14,2014,8,65+ yr,60.2,2.9
Entire Network,FluSurv-NET,2013-14,2014,9,65+ yr,62.7,2.6
Entire Network,FluSurv-NET,2013-14,2014,10,65+ yr,65,2.2
Entire Network,FluSurv-NET,2013-14,2014,11,65+ yr,67.6,2.6
Entire Network,FluSurv-NET,2013-14,2014,12,65+ yr,70.7,3
Entire Network,FluSurv-NET,2013-14,2014,13,65+ yr,73,2.4
Entire Network,FluSurv-NET,2013-14,2014,14,65+ yr,75.6,2.6
Entire Network,FluSurv-NET,2013-14,2014,15,65+ yr,78.9,3.3
Entire Network,FluSurv-NET,2013-14,2014,16,65+ yr,81.4,2.5
Entire Network,FluSurv-NET,2013-14,2014,17,65+ yr,84.7,3.3
Entire Network,FluSurv-NET,2014-15,2014,40,0-4 yr,0.1,0.1
Entire Network,FluSurv-NET,2014-15,2014,41,0-4 yr,0.2,0.1
Entire Network,FluSurv-NET,2014-15,2014,42,0-4 yr,0.3,0.2
Entire Network,FluSurv-NET,2014-15,2014,43,0-4 yr,0.5,0.1
Entire Network,FluSurv-NET,2014-15,2014,44,0-4 yr,0.6,0.1
Entire Network,FluSurv-NET,2014-15,2014,45,0-4 yr,1.1,0.5
Entire Network,FluSurv-NET,2014-15,2014,46,0-4 yr,1.4,0.3
Entire Network,FluSurv-NET,2014-15,2014,47,0-4 yr,2.1,0.7
Entire Network,FluSurv-NET,2014-15,2014,48,0-4 yr,4,1.8
Entire Network,FluSurv-NET,2014-15,2014,49,0-4 yr,7.4,3.4
Entire Network,FluSurv-NET,2014-15,2014,50,0-4 yr,11.6,4.2
Entire Network,FluSurv-NET,2014-15,2014,51,0-4 yr,17.1,5.6
Entire Network,FluSurv-NET,2014-15,2014,52,0-4 yr,23.8,6.7
Entire Network,FluSurv-NET,2014-15,2014,53,0-4 yr,29.5,5.7
Entire Network,FluSurv-NET,2014-15,2015,1,0-4 yr,33,3.5
Entire Network,FluSurv-NET,2014-15,2015,2,0-4 yr,36.3,3.3
Entire Network,FluSurv-NET,2014-15,2015,3,0-4 yr,39.5,3.2
Entire Network,FluSurv-NET,2014-15,2015,4,0-4 yr,42,2.5
Entire Network,FluSurv-NET,2014-15,2015,5,0-4 yr,43.4,1.4
Entire Network,FluSurv-NET,2014-15,2015,6,0-4 yr,45.3,1.8
Entire Network,FluSurv-NET,2014-15,2015,7,0-4 yr,47.1,1.8
Entire Network,FluSurv-NET,2014-15,2015,8,0-4 yr,48.4,1.4
Entire Network,FluSurv-NET,2014-15,2015,9,0-4 yr,50.3,1.9
Entire Network,FluSurv-NET,2014-15,2015,10,0-4 yr,51.9,1.6
Entire Network,FluSurv-NET,2014-15,2015,11,0-4 yr,53.1,1.1
Entire Network,FluSurv-NET,2014-15,2015,12,0-4 yr,54,0.9
Entire Network,FluSurv-NET,2014-15,2015,13,0-4 yr,54.7,0.7
Entire Network,FluSurv-NET,2014-15,2015,14,0-4 yr,55.8,1.1
Entire Network,FluSurv-NET,2014-15,2015,15,0-4 yr,56.3,0.5
Entire Network,FluSurv-NET,2014-15,2015,16,0-4 yr,56.8,0.5
Entire Network,FluSurv-NET,2014-15,2015,17,0-4 yr,57.3,0.5
Entire Network,FluSurv-NET,2014-15,2014,40,5-17 yr,0,0
Entire Network,FluSurv-NET,2014-15,2014,41,5-17 yr,0,0
Entire Network,FluSurv-NET,2014-15,2014,42,5-17 yr,0.1,0.1
Entire Network,FluSurv-NET,2014-15,2014,43,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2014-15,2014,44,5-17 yr,0.2,0.1
Entire Network,FluSurv-NET,2014-15,2014,45,5-17 yr,0.3,0.1
Entire Network,FluSurv-NET,2014-15,2014,46,5-17 yr,0.5,0.2
Entire Network,FluSurv-NET,2014-15,2014,47,5-17 yr,0.9,0.4
Entire Network,FluSurv-NET,2014-15,2014,48,5-17 yr,1.6,0.6
Entire Network,FluSurv-NET,2014-15,2014,49,5-17 yr,2.5,1
Entire Network,FluSurv-NET,2014-15,2014,50,5-17 yr,4.1,1.6
Entire Network,FluSurv-NET,2014-15,2014,51,5-17 yr,6.1,2
Entire Network,FluSurv-NET,2014-15,2014,52,5-17 yr,8.5,2.4
Entire Network,FluSurv-NET,2014-15,2014,53,5-17 yr,9.4,1
Entire Network,FluSurv-NET,2014-15,2015,1,5-17 yr,10.2,0.7
Entire Network,FluSurv-NET,2014-15,2015,2,5-17 yr,10.9,0.7
Entire Network,FluSurv-NET,2014-15,2015,3,5-17 yr,11.5,0.6
Entire Network,FluSurv-NET,2014-15,2015,4,5-17 yr,12,0.6
Entire Network,FluSurv-NET,2014-15,2015,5,5-17 yr,12.5,0.5
Entire Network,FluSurv-NET,2014-15,2015,6,5-17 yr,12.9,0.4
Entire Network,FluSurv-NET,2014-15,2015,7,5-17 yr,13.3,0.4
Entire Network,FluSurv-NET,2014-15,2015,8,5-17 yr,13.8,0.5
Entire Network,FluSurv-NET,2014-15,2015,9,5-17 yr,14.3,0.5
Entire Network,FluSurv-NET,2014-15,2015,10,5-17 yr,14.7,0.5
Entire Network,FluSurv-NET,2014-15,2015,11,5-17 yr,15.2,0.4
Entire Network,FluSurv-NET,2014-15,2015,12,5-17 yr,15.7,0.6
Entire Network,FluSurv-NET,2014-15,2015,13,5-17 yr,16,0.3
Entire Network,FluSurv-NET,2014-15,2015,14,5-17 yr,16.2,0.2
Entire Network,FluSurv-NET,2014-15,2015,15,5-17 yr,16.4,0.2
Entire Network,FluSurv-NET,2014-15,2015,16,5-17 yr,16.5,0.1
Entire Network,FluSurv-NET,2014-15,2015,17,5-17 yr,16.6,0.1
Entire Network,FluSurv-NET,2014-15,2014,40,18-49 yr,0,0
Entire Network,FluSurv-NET,2014-15,2014,41,18-49 yr,0.1,0.1
Entire Network,FluSurv-NET,2014-15,2014,42,18-49 yr,0.2,0.1
Entire Network,FluSurv-NET,2014-15,2014,43,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2014-15,2014,44,18-49 yr,0.3,0
Entire Network,FluSurv-NET,2014-15,2014,45,18-49 yr,0.3,0.1
Entire Network,FluSurv-NET,2014-15,2014,46,18-49 yr,0.4,0.1
Entire Network,FluSurv-NET,2014-15,2014,47,18-49 yr,0.6,0.2
Entire Network,FluSurv-NET,2014-15,2014,48,18-49 yr,1.1,0.5
Entire Network,FluSurv-NET,2014-15,2014,49,18-49 yr,2.1,1
Entire Network,FluSurv-NET,2014-15,2014,50,18-49 yr,3.2,1.1
Entire Network,FluSurv-NET,2014-15,2014,51,18-49 yr,5.2,2
Entire Network,FluSurv-NET,2014-15,2014,52,18-49 yr,7.4,2.2
Entire Network,FluSurv-NET,2014-15,2014,53,18-49 yr,9.2,1.7
Entire Network,FluSurv-NET,2014-15,2015,1,18-49 yr,10.7,1.6
Entire Network,FluSurv-NET,2014-15,2015,2,18-49 yr,11.7,1
Entire Network,FluSurv-NET,2014-15,2015,3,18-49 yr,12.5,0.8
Entire Network,FluSurv-NET,2014-15,2015,4,18-49 yr,13.1,0.6
Entire Network,FluSurv-NET,2014-15,2015,5,18-49 yr,13.7,0.6
Entire Network,FluSurv-NET,2014-15,2015,6,18-49 yr,14.3,0.6
Entire Network,FluSurv-NET,2014-15,2015,7,18-49 yr,14.8,0.5
Entire Network,FluSurv-NET,2014-15,2015,8,18-49 yr,15.3,0.5
Entire Network,FluSurv-NET,2014-15,2015,9,18-49 yr,15.6,0.4
Entire Network,FluSurv-NET,2014-15,2015,10,18-49 yr,16,0.4
Entire Network,FluSurv-NET,2014-15,2015,11,18-49 yr,16.5,0.4
Entire Network,FluSurv-NET,2014-15,2015,12,18-49 yr,16.8,0.4
Entire Network,FluSurv-NET,2014-15,2015,13,18-49 yr,17.2,0.4
Entire Network,FluSurv-NET,2014-15,2015,14,18-49 yr,17.5,0.3
Entire Network,FluSurv-NET,2014-15,2015,15,18-49 yr,17.8,0.2
Entire Network,FluSurv-NET,2014-15,2015,16,18-49 yr,18,0.2
Entire Network,FluSurv-NET,2014-15,2015,17,18-49 yr,18.1,0.1
Entire Network,FluSurv-NET,2014-15,2014,40,50-64 yr,0,0
Entire Network,FluSurv-NET,2014-15,2014,41,50-64 yr,0.2,0.2
Entire Network,FluSurv-NET,2014-15,2014,42,50-64 yr,0.4,0.2
Entire Network,FluSurv-NET,2014-15,2014,43,50-64 yr,0.5,0.1
Entire Network,FluSurv-NET,2014-15,2014,44,50-64 yr,0.7,0.2
Entire Network,FluSurv-NET,2014-15,2014,45,50-64 yr,1,0.2
Entire Network,FluSurv-NET,2014-15,2014,46,50-64 yr,1.2,0.2
